Top 10 in network gse23075.tsv(1) ranked by Betweenness method
Rank,Name,Score
1,UBA52,186371.47957875143
2,CDC5L,101860.74194495051
3,UBC,76939.7645282044
4,PPP2R1A,40808.555598331266
5,RHOA,37174.47125906948
6,CTNNB1,35449.73854498894
7,MRPL2,34517.59702025264
8,HSPA8,32193.211825013615
9,MAPK1,30701.504002543927
10,CDK1,29232.483751158135
