Top 10 in network GSE15758_string.tsv ranked by Radiality method
Rank,Name,Score
1,Polr1b,6.2026889903602225
2,Hist1h2bm,6.119820733975985
3,Gtf2h4,6.007948587857263
4,Ddx49,5.974801285303569
5,Taf1d,5.9623710468459326
6,Rrp12,5.883646203280906
7,Rps15a,5.846355487907999
8,Rps11,5.842212075088787
9,Ddb1,5.8173515981735155
10,Rtf1,5.780060882800608
