Top 10 in network string_interactions.tsv ranked by Closeness method
Rank,Name,Score
1,EGFR,353.3547619047599
2,ITGB1,350.68809523809375
3,PTK2,350.25476190476
4,CREBBP,342.4999999999994
5,ACTB,341.91666666666566
6,JUN,341.3833333333327
7,PXN,341.1714285714273
8,FN1,338.55476190475986
9,PRKCA,337.904761904761
10,SDC2,336.0380952380941
