Top 10 in network gse23075.tsv(1) ranked by MCC method
Rank,Name,Score
1,GPKOW,1.0333411097223077E40
1,RBM5,1.0333411097223077E40
1,HNRNPUL1,1.0333411097223077E40
1,SRSF11,1.0333411097223077E40
1,DHX9,1.0333411097223077E40
1,NCBP2,1.0333411097223077E40
1,PAPOLA,1.0333411097223077E40
1,CSTF2,1.0333411097223077E40
1,HNRNPA0,1.0333411097223077E40
1,SMNDC1,1.0333411097223077E40
