Top 10 in network string_interactions.tsv ranked by EcCentricity method
Rank,Name,Score
1,CREBBP,0.16666666666666666
1,ACTB,0.16666666666666666
1,NFKBIA,0.16666666666666666
1,RXRB,0.16666666666666666
1,JUN,0.16666666666666666
1,MEF2C,0.16666666666666666
1,BCL2,0.16666666666666666
1,GRIP1,0.16666666666666666
1,MSN,0.16666666666666666
10,ACTN1,0.14285714285714285
