Top 10 in network gse23075.tsv(1) ranked by EcCentricity method
Rank,Name,Score
1,GSK3B,0.2
2,LRRC41,0.16666666666666666
2,PARD3,0.16666666666666666
2,TOM1,0.16666666666666666
2,CSNK1G2,0.16666666666666666
2,SH3GL1,0.16666666666666666
2,GYS2,0.16666666666666666
2,PEX14,0.16666666666666666
2,FBXO9,0.16666666666666666
2,MGRN1,0.16666666666666666
