Top 10 in network GSE15758_string.tsv ranked by BottleNeck method
Rank,Name,Score
1,Polr1b,129.0
2,Hist1h2bm,105.0
3,Il2rg,77.0
3,Ptpn6,77.0
5,Kcnj9,52.0
5,Prkacb,52.0
7,Pik3cd,47.0
8,Plcb1,41.0
8,Pip5k1a,41.0
10,Gnb2,37.0
