Top 10 in network GSE76283.tsv ranked by MCC method
Rank,Name,Score
1,Serpina3n,5.109094225888773E19
2,Lyz1,5.109094217175299E19
2,Lyz2,5.109094217175299E19
4,Tollip,5.109094217174936E19
5,Creg1,5.109094217170944E19
5,Man2b1,5.109094217170944E19
5,Pycard,5.109094217170944E19
5,Hmha1,5.109094217170944E19
5,Gns,5.109094217170944E19
5,Cyb5r3,5.109094217170944E19
