Top 10 in network string_interactions.tsv ranked by EPC method
Rank,Name,Score
1,FN1,156.36100000000005
2,TGOLN2,155.73199999999994
3,ITGB1,152.894
4,PTK2,152.21699999999996
5,LAMB1,152.06100000000006
6,PXN,151.46300000000008
7,EGFR,151.295
8,LAMB2,149.391
9,ITGA1,149.32100000000003
10,LAMC1,147.9310000000001
