Top 10 in network gse23075.tsv(1) ranked by Radiality method
Rank,Name,Score
1,UBA52,8.767467248908297
2,UBC,8.656113537117903
3,CDC5L,8.536026200873362
4,PPP2R1A,8.518558951965066
5,CDK1,8.505458515283841
6,CCNB1,8.441048034934497
7,POLR2E,8.427947598253274
8,PSMD1,8.4235807860262
9,POLR2K,8.414847161572052
10,CTNNB1,8.410480349344978
