Top 10 in network GSE15758_string.tsv ranked by MCC method
Rank,Name,Score
1,Rps15a,9.9672249628E10
2,Rps11,9.9672249626E10
2,Rpl23,9.9672249626E10
4,Rps14,9.9672249606E10
4,Rps9,9.9672249606E10
6,Rpl26,9.9672249601E10
7,Rps25,9.96722496E10
7,Rpl37a,9.96722496E10
7,Rps3a1,9.96722496E10
7,Rpl10a,9.96722496E10
