Top 10 in network gse95224 ranked by EcCentricity method
Rank,Name,Score
1,Thra,0.14285714285714285
1,Thrb,0.14285714285714285
3,Lmo7,0.125
3,Pik3r2,0.125
3,Zbtb16,0.125
3,Actn4,0.125
3,Actn1,0.125
3,Rxrg,0.125
9,Asb11,0.1111111111111111
9,Ccl6,0.1111111111111111
