Top 10 in network GSE76283.tsv ranked by Closeness method
Rank,Name,Score
1,Src,177.98809523809516
2,Cdc5l,175.6944444444441
3,Ap2a2,172.53849206349184
4,Lyz1,171.02142857142786
4,Lyz2,171.02142857142786
6,Tyrobp,169.07023809523747
7,Gnb5,167.23809523809493
8,Serpina3n,167.19047619047544
9,Gnb3,167.07142857142827
10,Tubb5,166.60714285714226
