Top 10 in network gse95224 ranked by Closeness method
Rank,Name,Score
1,Gng7,120.97023809523792
2,Pik3r2,115.72023809523793
3,Agt,110.97023809523789
4,Ccl6,109.55357142857122
4,Mchr1,109.55357142857122
6,Avp,107.63690476190457
7,Plcb1,99.90634920634899
8,Ptk2,98.87738095238082
9,F2r,98.05357142857123
9,Cck,98.05357142857123
