Top 10 in network string_interactions.tsv ranked by Radiality method
Rank,Name,Score
1,EGFR,9.180023228803716
2,JUN,9.155632984901278
3,CREBBP,9.146341463414632
4,ACTB,9.142857142857142
5,ITGB1,9.140534262485481
6,PRKCA,9.125435540069684
7,PTK2,9.11033681765389
8,PXN,9.08246225319396
9,SDC2,9.056910569105689
10,LAMB1,9.038327526132402
