Top 10 in network GSE15758_string.tsv ranked by Stress method
Rank,Name,Score
1,Hist1h2bm,57566.0
2,Polr1b,45000.0
3,Ddx49,35808.0
4,Clasp1,25988.0
5,Gtf2h4,16812.0
6,Prpf31,15034.0
7,Ddb1,13170.0
8,Hnrnpa3,11882.0
9,Snrnp200,11704.0
10,Cenpp,11154.0
