Top 10 in network GSE15758_string.tsv ranked by Betweenness method
Rank,Name,Score
1,Hist1h2bm,9701.723653044577
2,Polr1b,7633.448018263153
3,Ddx49,4576.6652457059545
4,Gtf2h4,3570.3854905953576
5,Ddb1,3067.1602197493207
6,Clasp1,2897.904761904765
7,Ptpn6,2603.7499999999995
8,Il2rg,2592.7499999999995
9,Gnb2,2546.6071428571413
10,Prkacb,2464.261904761903
