Top 10 in network GSE15758_string.tsv ranked by Closeness method
Rank,Name,Score
1,Hist1h2bm,61.87857142857148
2,Polr1b,61.26666666666674
3,Rps15a,57.09761904761917
4,Ddx49,56.8357142857144
5,Rps11,56.59761904761917
6,Gtf2h4,56.10952380952391
7,Rps14,54.58809523809529
7,Rps9,54.58809523809529
9,Gspt1,54.19166666666674
10,Gspt2,53.691666666666734
