Top 10 in network gse23075.tsv(1) ranked by Closeness method
Rank,Name,Score
1,UBA52,493.366666666662
2,UBC,467.9333333333288
3,CDC5L,436.89285714285364
4,PPP2R1A,418.4666666666634
5,CDK1,418.3166666666633
6,POLR2E,415.0833333333278
7,POLR2K,412.0833333333279
8,POLR2B,409.26666666666176
9,POLR2D,404.59999999999485
10,CCNB1,403.44999999999663
