Top 10 in network GSE76283.tsv ranked by Betweenness method
Rank,Name,Score
1,Cdc5l,32255.832885896358
2,Src,30328.37071039281
3,Tubb5,14335.507656480988
4,B4galt1,13630.479291535576
5,Ap2a2,12386.516399350416
6,Dvl2,12001.706491986859
7,Akt3,11378.787267462836
8,Tyrobp,10556.675075146542
9,Ptpn6,9920.513114269212
10,B2m,9857.192267685974
