"Betweenness unDir","Bridging unDir","Centroid unDir","Closeness unDir","Degree unDir","Eccentricity unDir","EigenVector unDir","name","Radiality unDir","selected","shared name","Stress unDir"
"150.90879725573333","4.297277590089667","-138.0","0.0017825311942959","20.0","0.125","0.2496371056010019","Rpl23","5.524793388429752","false","Rpl23","2218.0"
"542.3243386086519","24.39813744454586","-138.0","0.0018867924528301887","19.0","0.125","0.2471623981653151","Rps9","5.652892561983471","false","Rps9","5616.0"
"9.727084019317912","0.644847441741176","-138.0","0.0017667844522968198","16.0","0.125","0.22143108081397622","Rps24","5.5041322314049586","false","Rps24","208.0"
"18.512509696977478","0.9490882615660751","-138.0","0.0017730496453900709","18.0","0.125","0.24446116228918705","Rpl10a","5.512396694214876","false","Rpl10a","404.0"
"1517.6143143538525","39.08127854912191","-138.0","0.002","21.0","0.14285714285714285","0.2516168589121587","Rps15a","5.776859504132231","false","Rps15a","9732.0"
"308.5125096969779","7.781921899004838","-138.0","0.0017761989342806395","19.0","0.125","0.24529897607265624","Rpl26","5.516528925619835","false","Rpl26","1588.0"
"546.8295633144543","20.378110129409354","-138.0","0.0017825311942959","19.0","0.125","0.23978479204240605","Rps5","5.524793388429752","false","Rps5","4420.0"
"1301.3835538424673","48.31483764102722","-138.0","0.001996007984031936","20.0","0.14285714285714285","0.24990483594650498","Rps11","5.7727272727272725","false","Rps11","8612.0"
"18.512509696977478","0.949088261566075","-138.0","0.0017730496453900709","18.0","0.125","0.24446116228918705","Rps3a1","5.512396694214876","false","Rps3a1","404.0"
"542.3243386086519","24.398137444545856","-138.0","0.0018867924528301887","19.0","0.125","0.24716239816531543","Rps14","5.652892561983471","false","Rps14","5616.0"
"18.512509696977478","0.9490882615660751","-138.0","0.0017730496453900709","18.0","0.125","0.24446116228918705","Rpl37a","5.512396694214876","false","Rpl37a","404.0"
"18.512509696977478","0.9490882615660751","-138.0","0.0017730496453900709","18.0","0.125","0.24446116228918705","Rps25","5.512396694214876","false","Rps25","404.0"
"717.6955110022727","22.000217079017727","-138.0","0.0018796992481203006","17.0","0.125","0.21742209003226465","Rps2","5.644628099173554","false","Rps2","5912.0"
"0.0","0.0","-138.0","0.0015313935681470138","14.0","0.1111111111111111","0.004155174582027236","Ppih","5.144628099173554","false","Ppih","0.0"
"1140.7901773193812","36.05578350673013","-138.0","0.0017699115044247787","16.0","0.125","0.006879908649578576","Lsm3","5.508264462809917","false","Lsm3","10286.0"
"33.428604728604725","1.5938934940938323","-138.0","0.0015360983102918587","16.0","0.1111111111111111","0.0043862925022535105","Sf3b5","5.152892561983471","false","Sf3b5","282.0"
"1491.7944235130915","83.2228267310408","-138.0","0.0017953321364452424","16.0","0.125","0.0072115748049383826","Prpf31","5.541322314049586","false","Prpf31","15034.0"
"970.072938129553","39.442800348887246","-138.0","0.0019120458891013384","17.0","0.125","0.21690811330016302","Gspt1","5.681818181818182","false","Gspt1","5754.0"
"464.58333333333314","55.009867240760656","-78.0","0.0024630541871921183","6.0","0.1111111111111111","-2.9115698205071013E-27","H2-T3","2.9421487603305785","false","H2-T3","540.0"
"1919.75","51.795698118863825","-78.0","0.00267379679144385","11.0","0.1111111111111111","-6.2563927504963385E-28","B2m","3.074380165289256","false","B2m","3086.0"
"1050.0000000000023","183.36361047556431","-138.0","0.0018484288354898336","7.0","0.125","1.9493744619758795E-4","Cenpi","5.607438016528926","false","Cenpi","9962.0"
"1367.2857142857163","127.93638757937292","-138.0","0.001851851851851852","8.0","0.125","1.9562494320663723E-4","Cenpp","5.6115702479338845","false","Cenpp","11154.0"
"893.348118512496","40.4433612754708","-138.0","0.0019083969465648854","16.0","0.125","0.20433983683998472","Gspt2","5.677685950413223","false","Gspt2","5482.0"
